# Time (s),Altitude (m),Vertical velocity (m/s),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CG location (m),Mach number (​)
8.702,677.283,40.054,2.59,0.013,1.176,0.119
8.712,677.683,39.952,2.59,0.013,1.176,0.118
8.722,678.082,39.85,2.59,0.013,1.176,0.118
8.732,678.48,39.748,2.59,0.013,1.176,0.118
8.742,678.877,39.645,2.59,0.013,1.176,0.117
8.752,679.273,39.543,2.59,0.013,1.176,0.117
8.762,679.668,39.441,2.59,0.013,1.176,0.117
8.772,680.061,39.339,2.59,0.013,1.176,0.116
8.782,680.454,39.237,2.59,0.013,1.176,0.116
8.792,680.846,39.135,2.59,0.013,1.176,0.116
8.802,681.237,39.033,2.59,0.013,1.176,0.116
8.812,681.627,38.931,2.59,0.013,1.176,0.115
8.822,682.016,38.829,2.59,0.013,1.176,0.115
8.832,682.403,38.727,2.59,0.013,1.176,0.115
8.842,682.79,38.625,2.59,0.013,1.176,0.114
8.852,683.176,38.523,2.59,0.013,1.176,0.114
8.862,683.561,38.421,2.59,0.013,1.176,0.114
8.872,683.944,38.319,2.59,0.013,1.176,0.113
8.882,684.327,38.217,2.59,0.013,1.176,0.113
8.892,684.709,38.115,2.59,0.013,1.176,0.113
8.902,685.089,38.013,2.59,0.013,1.176,0.113
8.912,685.469,37.911,2.59,0.013,1.176,0.112
8.922,685.848,37.809,2.59,0.013,1.176,0.112
8.932,686.225,37.708,2.59,0.013,1.176,0.112
8.942,686.602,37.606,2.59,0.013,1.176,0.111
8.952,686.977,37.504,2.59,0.013,1.176,0.111
8.962,687.352,37.402,2.59,0.013,1.176,0.111
8.972,687.725,37.301,2.59,0.013,1.176,0.11
8.982,688.098,37.199,2.59,0.013,1.176,0.11
8.992,688.469,37.097,2.59,0.013,1.176,0.11
9.002,688.84,36.996,2.59,0.013,1.176,0.11
9.012,689.209,36.894,2.59,0.013,1.176,0.109
9.022,689.578,36.792,2.59,0.013,1.176,0.109
9.032,689.945,36.691,2.59,0.013,1.176,0.109
9.042,690.311,36.589,2.59,0.013,1.176,0.108
9.052,690.677,36.488,2.59,0.013,1.176,0.108
9.062,691.041,36.386,2.59,0.013,1.176,0.108
9.072,691.405,36.285,2.59,0.013,1.176,0.107
9.082,691.767,36.183,2.59,0.013,1.176,0.107
9.092,692.128,36.082,2.59,0.013,1.176,0.107
9.102,692.488,35.98,2.59,0.013,1.176,0.107
9.112,692.848,35.879,2.59,0.013,1.176,0.106
9.122,693.206,35.777,2.59,0.013,1.176,0.106
9.132,693.563,35.676,2.59,0.013,1.176,0.106
9.142,693.92,35.574,2.59,0.013,1.176,0.105
9.152,694.275,35.473,2.59,0.013,1.176,0.105
9.162,694.629,35.372,2.59,0.013,1.176,0.105
9.172,694.982,35.27,2.59,0.013,1.176,0.104
9.182,695.334,35.169,2.59,0.013,1.176,0.104
9.192,695.686,35.068,2.59,0.013,1.176,0.104
9.202,696.036,34.966,2.59,0.013,1.176,0.104
9.212,696.385,34.865,2.59,0.013,1.176,0.103
9.222,696.733,34.764,2.59,0.013,1.176,0.103
9.232,697.08,34.663,2.59,0.013,1.176,0.103
9.242,697.426,34.561,2.59,0.013,1.176,0.102
9.252,697.771,34.46,2.59,0.013,1.176,0.102
9.262,698.116,34.359,2.59,0.013,1.176,0.102
9.272,698.459,34.258,2.59,0.013,1.176,0.101
9.282,698.801,34.157,2.59,0.013,1.176,0.101
9.292,699.142,34.056,2.59,0.013,1.176,0.101
9.302,699.482,33.955,2.59,0.013,1.176,0.101
9.312,699.821,33.854,2.59,0.013,1.176,0.1
9.322,700.159,33.753,2.59,0.013,1.176,0.1
9.332,700.496,33.651,2.59,0.013,1.176,0.1
9.342,700.832,33.55,2.59,0.013,1.176,0.099
9.352,701.167,33.449,2.59,0.013,1.176,0.099
9.362,701.501,33.348,2.59,0.013,1.176,0.099
9.372,701.834,33.248,2.59,0.013,1.176,0.098
9.382,702.166,33.147,2.59,0.013,1.176,0.098
9.392,702.497,33.046,2.59,0.013,1.176,0.098
9.402,702.827,32.945,2.59,0.013,1.176,0.098
9.412,703.156,32.844,2.59,0.013,1.176,0.097
9.422,703.484,32.743,2.59,0.013,1.176,0.097
9.432,703.811,32.642,2.59,0.013,1.176,0.097
9.442,704.137,32.541,2.59,0.013,1.176,0.096
9.452,704.461,32.44,2.59,0.013,1.176,0.096
9.462,704.785,32.34,2.59,0.013,1.176,0.096
9.472,705.108,32.239,2.59,0.013,1.176,0.095
9.482,705.43,32.138,2.59,0.013,1.176,0.095
9.492,705.751,32.037,2.59,0.013,1.176,0.095
9.502,706.071,31.937,2.59,0.013,1.176,0.095
9.512,706.39,31.836,2.59,0.013,1.176,0.094
9.522,706.708,31.735,2.59,0.013,1.176,0.094
9.532,707.024,31.634,2.59,0.013,1.176,0.094
9.542,707.34,31.534,2.59,0.013,1.176,0.093
9.552,707.655,31.433,2.59,0.013,1.176,0.093
9.562,707.969,31.332,2.59,0.013,1.176,0.093
9.572,708.282,31.232,2.59,0.013,1.176,0.093
9.582,708.594,31.131,2.59,0.013,1.176,0.092
9.592,708.904,31.031,2.59,0.013,1.176,0.092
9.602,709.214,30.93,2.59,0.013,1.176,0.092
9.612,709.523,30.83,2.59,0.013,1.176,0.091
9.622,709.831,30.729,2.59,0.013,1.176,0.091
9.632,710.138,30.628,2.59,0.013,1.176,0.091
9.642,710.443,30.528,2.59,0.013,1.176,0.09
9.652,710.748,30.427,2.59,0.013,1.176,0.09
9.662,711.052,30.327,2.59,0.013,1.176,0.09
9.672,711.355,30.227,2.59,0.013,1.176,0.09
9.682,711.656,30.126,2.59,0.013,1.176,0.089
9.692,711.957,30.026,2.59,0.013,1.176,0.089
9.702,712.257,29.925,2.59,0.013,1.176,0.089
9.712,712.556,29.825,2.59,0.013,1.176,0.088
9.722,712.853,29.724,2.59,0.013,1.176,0.088
9.732,713.15,29.624,2.59,0.013,1.176,0.088
9.742,713.446,29.524,2.59,0.013,1.176,0.087
9.752,713.741,29.423,2.59,0.013,1.176,0.087
9.762,714.034,29.323,2.59,0.013,1.176,0.087
9.772,714.327,29.223,2.59,0.013,1.176,0.087
9.782,714.619,29.123,2.59,0.013,1.176,0.086
9.792,714.91,29.022,2.59,0.013,1.176,0.086
9.802,715.199,28.922,2.59,0.013,1.176,0.086
9.812,715.488,28.822,2.59,0.013,1.176,0.085
9.822,715.776,28.722,2.59,0.013,1.176,0.085
9.832,716.062,28.621,2.59,0.013,1.176,0.085
9.842,716.348,28.521,2.59,0.013,1.176,0.084
9.852,716.633,28.421,2.59,0.013,1.176,0.084
9.862,716.917,28.321,2.59,0.013,1.176,0.084
9.872,717.199,28.221,2.59,0.013,1.176,0.084
9.882,717.481,28.121,2.59,0.013,1.176,0.083
9.892,717.762,28.02,2.59,0.013,1.176,0.083
9.902,718.041,27.92,2.59,0.013,1.176,0.083
9.912,718.32,27.82,2.59,0.013,1.176,0.082
9.922,718.598,27.72,2.59,0.013,1.176,0.082
9.932,718.874,27.62,2.59,0.013,1.176,0.082
9.942,719.15,27.52,2.59,0.013,1.176,0.082
9.952,719.425,27.42,2.59,0.013,1.176,0.081
9.962,719.699,27.32,2.59,0.013,1.176,0.081
9.972,719.971,27.22,2.59,0.013,1.176,0.081
9.982,720.243,27.12,2.59,0.013,1.176,0.08
9.992,720.514,27.02,2.59,0.013,1.176,0.08
10.002,720.783,26.92,2.59,0.013,1.176,0.08
10.012,721.052,26.82,2.59,0.013,1.176,0.079
10.022,721.32,26.72,2.59,0.013,1.176,0.079
10.032,721.586,26.62,2.59,0.013,1.176,0.079
10.042,721.852,26.521,2.59,0.013,1.176,0.079
10.052,722.117,26.421,2.59,0.013,1.176,0.078
10.062,722.381,26.321,2.59,0.013,1.176,0.078
10.072,722.643,26.221,2.59,0.013,1.176,0.078
10.082,722.905,26.121,2.59,0.013,1.176,0.077
10.092,723.166,26.021,2.59,0.013,1.176,0.077
10.102,723.425,25.922,2.59,0.013,1.176,0.077
10.112,723.684,25.822,2.59,0.013,1.176,0.077
10.122,723.942,25.722,2.59,0.013,1.176,0.076
10.132,724.199,25.622,2.59,0.013,1.176,0.076
10.142,724.454,25.522,2.59,0.013,1.176,0.076
10.152,724.709,25.423,2.59,0.013,1.176,0.075
10.162,724.963,25.323,2.59,0.013,1.176,0.075
10.172,725.216,25.223,2.59,0.013,1.176,0.075
10.182,725.467,25.124,2.59,0.013,1.176,0.074
10.192,725.718,25.024,2.59,0.013,1.176,0.074
10.202,725.968,24.924,2.59,0.013,1.176,0.074
10.212,726.216,24.825,2.59,0.013,1.176,0.074
10.222,726.464,24.725,2.59,0.013,1.176,0.073
10.232,726.711,24.625,2.59,0.013,1.176,0.073
10.242,726.957,24.526,2.59,0.013,1.176,0.073
10.252,727.201,24.426,2.59,0.013,1.176,0.072
10.262,727.445,24.326,2.59,0.013,1.176,0.072
10.272,727.688,24.227,2.59,0.013,1.176,0.072
10.282,727.93,24.127,2.59,0.013,1.176,0.071
10.292,728.171,24.028,2.59,0.013,1.176,0.071
10.302,728.41,23.928,2.59,0.013,1.176,0.071
10.312,728.649,23.829,2.59,0.013,1.176,0.071
10.322,728.887,23.729,2.59,0.013,1.176,0.07
10.332,729.124,23.63,2.59,0.013,1.176,0.07
10.342,729.36,23.53,2.59,0.013,1.176,0.07
10.352,729.594,23.431,2.59,0.013,1.176,0.069
10.362,729.828,23.331,2.59,0.013,1.176,0.069
10.372,730.061,23.232,2.59,0.013,1.176,0.069
10.382,730.293,23.132,2.59,0.013,1.176,0.069
10.392,730.524,23.033,2.59,0.013,1.176,0.068
10.402,730.753,22.934,2.59,0.013,1.176,0.068
10.412,730.982,22.834,2.59,0.013,1.176,0.068
10.422,731.21,22.735,2.59,0.013,1.176,0.067
10.432,731.437,22.635,2.59,0.013,1.176,0.067
10.442,731.663,22.536,2.59,0.013,1.176,0.067
10.452,731.888,22.437,2.59,0.013,1.176,0.066
10.462,732.112,22.337,2.59,0.013,1.176,0.066
10.472,732.334,22.238,2.59,0.013,1.176,0.066
10.482,732.556,22.139,2.59,0.013,1.176,0.066
10.492,732.777,22.039,2.59,0.013,1.176,0.065
10.502,732.997,21.94,2.59,0.013,1.176,0.065
10.512,733.216,21.841,2.59,0.013,1.176,0.065
10.522,733.434,21.742,2.59,0.013,1.176,0.064
10.532,733.651,21.642,2.59,0.013,1.176,0.064
10.542,733.867,21.543,2.59,0.013,1.176,0.064
10.552,734.082,21.444,2.59,0.013,1.176,0.064
10.562,734.296,21.345,2.59,0.013,1.176,0.063
10.572,734.509,21.245,2.59,0.013,1.176,0.063
10.582,734.721,21.146,2.59,0.013,1.176,0.063
10.592,734.932,21.047,2.59,0.013,1.176,0.062
10.602,735.141,20.948,2.59,0.013,1.176,0.062
10.612,735.35,20.849,2.59,0.013,1.176,0.062
10.622,735.558,20.75,2.59,0.013,1.176,0.061
10.632,735.765,20.65,2.59,0.013,1.176,0.061
10.642,735.971,20.551,2.59,0.013,1.176,0.061
10.652,736.176,20.452,2.59,0.013,1.176,0.061
10.662,736.381,20.353,2.59,0.013,1.176,0.06
10.672,736.584,20.254,2.59,0.013,1.176,0.06
10.682,736.786,20.155,2.59,0.013,1.176,0.06
10.692,736.987,20.056,2.59,0.013,1.176,0.059
10.702,737.187,19.957,2.59,0.013,1.176,0.059
10.712,737.386,19.858,2.59,0.013,1.176,0.059
10.722,737.584,19.759,2.59,0.013,1.176,0.059
10.732,737.781,19.66,2.59,0.013,1.176,0.058
10.742,737.977,19.561,2.59,0.013,1.176,0.058
10.752,738.172,19.462,2.59,0.013,1.176,0.058
10.762,738.366,19.363,2.59,0.013,1.176,0.057
10.772,738.559,19.264,2.59,0.013,1.176,0.057
10.782,738.752,19.165,2.59,0.013,1.176,0.057
10.792,738.943,19.066,2.59,0.013,1.176,0.056
10.802,739.133,18.967,2.59,0.013,1.176,0.056
10.812,739.322,18.868,2.59,0.013,1.176,0.056
10.822,739.51,18.769,2.59,0.013,1.176,0.056
10.832,739.697,18.67,2.59,0.013,1.176,0.055
10.842,739.884,18.571,2.59,0.013,1.176,0.055
10.852,740.069,18.472,2.59,0.013,1.176,0.055
10.862,740.253,18.373,2.59,0.013,1.176,0.054
10.872,740.436,18.274,2.59,0.013,1.176,0.054
10.882,740.619,18.175,2.59,0.013,1.176,0.054
10.892,740.8,18.077,2.59,0.013,1.176,0.054
10.902,740.98,17.978,2.59,0.013,1.176,0.053
10.912,741.159,17.879,2.59,0.013,1.176,0.053
10.922,741.338,17.78,2.59,0.013,1.176,0.053
10.932,741.515,17.681,2.59,0.013,1.176,0.052
10.942,741.691,17.582,2.59,0.013,1.176,0.052
10.952,741.867,17.484,2.59,0.013,1.176,0.052
10.962,742.041,17.385,2.59,0.013,1.176,0.052
10.972,742.214,17.286,2.59,0.013,1.176,0.051
10.982,742.387,17.187,2.59,0.013,1.176,0.051
10.992,742.558,17.088,2.59,0.013,1.176,0.051
11.002,742.728,16.99,2.59,0.013,1.176,0.05
11.012,742.898,16.891,2.59,0.013,1.176,0.05
11.022,743.066,16.792,2.59,0.013,1.176,0.05
11.032,743.234,16.694,2.59,0.013,1.176,0.049
11.042,743.4,16.595,2.59,0.013,1.176,0.049
11.052,743.566,16.496,2.59,0.013,1.176,0.049
11.062,743.73,16.397,2.59,0.013,1.176,0.049
11.072,743.894,16.299,2.59,0.013,1.176,0.048
11.082,744.056,16.2,2.59,0.013,1.176,0.048
11.092,744.218,16.101,2.59,0.013,1.176,0.048
11.102,744.378,16.003,2.59,0.013,1.176,0.047
11.112,744.538,15.904,2.59,0.013,1.176,0.047
11.122,744.696,15.805,2.59,0.013,1.176,0.047
11.132,744.854,15.707,2.59,0.013,1.176,0.047
11.142,745.01,15.608,2.59,0.013,1.176,0.046
11.152,745.166,15.509,2.59,0.013,1.176,0.046
11.162,745.32,15.411,2.59,0.013,1.176,0.046
11.172,745.474,15.312,2.59,0.013,1.176,0.045
11.182,745.627,15.214,2.59,0.013,1.176,0.045
11.192,745.778,15.115,2.59,0.013,1.176,0.045
11.202,745.929,15.016,2.59,0.013,1.176,0.045
11.212,746.079,14.918,2.59,0.013,1.176,0.044
11.222,746.227,14.819,2.59,0.013,1.176,0.044
11.232,746.375,14.721,2.59,0.013,1.176,0.044
11.242,746.522,14.622,2.59,0.013,1.176,0.043
11.252,746.668,14.524,2.59,0.013,1.176,0.043
11.262,746.812,14.425,2.59,0.013,1.176,0.043
11.272,746.956,14.327,2.59,0.013,1.176,0.042
11.282,747.099,14.228,2.59,0.013,1.176,0.042
11.292,747.241,14.13,2.59,0.013,1.176,0.042
11.302,747.381,14.031,2.59,0.013,1.176,0.042
11.312,747.521,13.933,2.59,0.013,1.176,0.041
11.322,747.66,13.834,2.59,0.013,1.176,0.041
11.332,747.798,13.736,2.59,0.013,1.176,0.041
11.342,747.935,13.637,2.59,0.013,1.176,0.04
11.352,748.071,13.539,2.59,0.013,1.176,0.04
11.362,748.206,13.44,2.59,0.013,1.176,0.04
11.372,748.339,13.342,2.59,0.013,1.176,0.04
11.382,748.472,13.243,2.59,0.013,1.176,0.039
11.392,748.604,13.145,2.59,0.013,1.176,0.039
11.402,748.735,13.047,2.59,0.013,1.176,0.039
11.412,748.865,12.948,2.59,0.013,1.176,0.038
11.422,748.994,12.85,2.59,0.013,1.176,0.038
11.432,749.122,12.751,2.59,0.013,1.176,0.038
11.442,749.249,12.653,2.59,0.013,1.176,0.037
11.452,749.375,12.555,2.59,0.013,1.176,0.037
11.462,749.5,12.456,2.59,0.013,1.176,0.037
11.472,749.624,12.358,2.59,0.013,1.176,0.037
11.482,749.748,12.26,2.59,0.013,1.176,0.036
11.492,749.87,12.161,2.59,0.013,1.176,0.036
11.502,749.991,12.063,2.59,0.013,1.176,0.036
11.512,750.111,11.964,2.59,0.013,1.176,0.035
11.522,750.23,11.866,2.59,0.013,1.176,0.035
11.532,750.348,11.768,2.59,0.013,1.176,0.035
11.542,750.465,11.669,2.59,0.013,1.176,0.035
11.552,750.582,11.571,2.59,0.013,1.176,0.034
11.562,750.697,11.473,2.59,0.013,1.176,0.034
11.572,750.811,11.375,2.59,0.013,1.176,0.034
11.582,750.924,11.276,2.59,0.013,1.176,0.033
11.592,751.037,11.178,2.59,0.013,1.176,0.033
11.602,751.148,11.08,2.59,0.013,1.176,0.033
11.612,751.258,10.981,2.59,0.013,1.176,0.033
11.622,751.367,10.883,2.59,0.013,1.176,0.032
11.632,751.476,10.785,2.59,0.013,1.176,0.032
11.642,751.583,10.687,2.59,0.013,1.176,0.032
11.652,751.69,10.588,2.59,0.013,1.176,0.031
11.662,751.795,10.49,2.59,0.013,1.176,0.031
11.672,751.899,10.392,2.59,0.013,1.176,0.031
11.682,752.003,10.294,2.59,0.013,1.176,0.031
11.692,752.105,10.195,2.59,0.013,1.176,0.03
11.702,752.207,10.097,2.59,0.013,1.176,0.03
11.712,752.307,9.999,2.59,0.013,1.176,0.03
11.722,752.407,9.901,2.59,0.013,1.176,0.029
11.732,752.505,9.803,2.59,0.013,1.176,0.029
11.742,752.603,9.704,2.59,0.013,1.176,0.029
11.752,752.699,9.606,2.59,0.013,1.176,0.028
11.762,752.795,9.508,2.59,0.013,1.176,0.028
11.772,752.889,9.41,2.59,0.013,1.176,0.028
11.782,752.983,9.312,2.59,0.013,1.176,0.028
11.792,753.076,9.213,2.59,0.013,1.176,0.027
11.802,753.167,9.115,2.59,0.013,1.176,0.027
11.812,753.258,9.017,2.59,0.013,1.176,0.027
11.822,753.348,8.919,2.59,0.013,1.176,0.026
11.832,753.436,8.821,2.59,0.013,1.176,0.026
11.842,753.524,8.723,2.59,0.013,1.176,0.026
11.852,753.611,8.625,2.59,0.013,1.176,0.026
11.862,753.697,8.526,2.59,0.013,1.176,0.025
11.872,753.781,8.428,2.59,0.013,1.176,0.025
11.882,753.865,8.33,2.59,0.013,1.176,0.025
11.892,753.948,8.232,2.59,0.013,1.176,0.024
11.902,754.03,8.134,2.59,0.013,1.176,0.024
11.912,754.111,8.036,2.59,0.013,1.176,0.024
11.922,754.19,7.938,2.59,0.013,1.176,0.024
11.932,754.269,7.84,2.59,0.013,1.176,0.023
11.942,754.347,7.741,2.59,0.013,1.176,0.023
11.952,754.424,7.643,2.59,0.013,1.176,0.023
11.962,754.5,7.545,2.59,0.013,1.176,0.022
11.972,754.575,7.447,2.59,0.013,1.176,0.022
11.982,754.649,7.349,2.59,0.013,1.176,0.022
11.992,754.722,7.251,2.59,0.013,1.176,0.021
12.002,754.794,7.153,2.59,0.013,1.176,0.021
12.012,754.865,7.055,2.59,0.013,1.176,0.021
12.022,754.935,6.957,2.59,0.013,1.176,0.021
12.032,755.004,6.859,2.59,0.013,1.176,0.02
12.042,755.072,6.761,2.59,0.013,1.176,0.02
12.052,755.139,6.663,2.59,0.013,1.176,0.02
12.062,755.206,6.565,2.59,0.013,1.176,0.019
12.072,755.271,6.467,2.59,0.013,1.176,0.019
12.082,755.335,6.369,2.59,0.013,1.176,0.019
12.092,755.398,6.271,2.59,0.013,1.176,0.019
12.102,755.46,6.173,2.59,0.013,1.176,0.018
12.112,755.522,6.075,2.59,0.013,1.176,0.018
12.122,755.582,5.976,2.59,0.013,1.176,0.018
12.132,755.641,5.878,2.59,0.013,1.176,0.017
12.142,755.699,5.78,2.59,0.013,1.176,0.017
12.152,755.757,5.682,2.59,0.013,1.176,0.017
12.162,755.813,5.584,2.59,0.013,1.176,0.017
12.172,755.868,5.486,2.59,0.013,1.176,0.016
12.182,755.923,5.388,2.59,0.013,1.176,0.016
12.192,755.976,5.29,2.59,0.013,1.176,0.016
12.202,756.029,5.192,2.59,0.013,1.176,0.015
12.212,756.08,5.094,2.59,0.013,1.176,0.015
12.222,756.131,4.996,2.59,0.013,1.176,0.015
12.232,756.18,4.898,2.59,0.013,1.176,0.015
12.242,756.228,4.8,2.59,0.013,1.176,0.014
12.252,756.276,4.703,2.59,0.013,1.176,0.014
12.262,756.323,4.605,2.59,0.013,1.176,0.014
12.272,756.368,4.507,2.59,0.013,1.176,0.013
12.282,756.413,4.409,2.59,0.013,1.176,0.013
12.292,756.456,4.311,2.59,0.013,1.176,0.013
12.302,756.499,4.213,2.59,0.013,1.176,0.012
12.312,756.541,4.115,2.59,0.013,1.176,0.012
12.322,756.581,4.017,2.59,0.013,1.176,0.012
12.332,756.621,3.919,2.59,0.013,1.176,0.012
12.342,756.66,3.821,2.59,0.013,1.176,0.011
12.352,756.697,3.723,2.59,0.013,1.176,0.011
12.362,756.734,3.625,2.59,0.013,1.176,0.011
12.372,756.77,3.527,2.59,0.013,1.176,0.01
12.382,756.805,3.429,2.59,0.013,1.176,0.01
12.392,756.838,3.331,2.59,0.013,1.176,0.01
12.402,756.871,3.233,2.59,0.013,1.176,0.01
12.412,756.903,3.135,2.59,0.013,1.176,0.009
12.422,756.934,3.037,2.59,0.013,1.176,0.009
12.432,756.964,2.939,2.59,0.013,1.176,0.009
12.442,756.993,2.841,2.59,0.013,1.176,0.008
12.452,757.021,2.744,2.59,0.013,1.176,0.008
12.462,757.048,2.646,2.59,0.013,1.176,0.008
12.472,757.073,2.548,2.59,0.013,1.176,0.008
12.482,757.098,2.45,2.59,0.013,1.176,0.007
12.492,757.122,2.352,2.59,0.013,1.176,0.007
12.502,757.146,2.254,2.59,0.013,1.176,0.007
12.512,757.168,2.156,2.59,0.013,1.176,0.006
12.522,757.189,2.058,2.59,0.013,1.176,0.006
12.532,757.209,1.96,2.59,0.013,1.176,0.006
12.542,757.228,1.862,2.59,0.013,1.176,0.006
12.552,757.246,1.764,2.59,0.013,1.176,0.005
12.562,757.263,1.666,2.59,0.013,1.176,0.005
12.572,757.279,1.569,2.59,0.013,1.176,0.005
12.582,757.294,1.471,2.59,0.013,1.176,0.004
12.592,757.309,1.373,2.59,0.013,1.176,0.004
12.602,757.322,1.275,2.59,0.013,1.176,0.004
12.612,757.334,1.177,2.59,0.013,1.176,0.003
12.622,757.345,1.079,2.59,0.013,1.176,0.003
12.632,757.356,0.981,2.59,0.013,1.176,0.003
12.642,757.365,0.883,2.59,0.013,1.176,0.003
12.652,757.373,0.785,2.59,0.013,1.176,0.002
12.662,757.381,0.687,2.59,0.013,1.176,0.002
12.672,757.387,0.589,2.59,0.013,1.176,0.002
12.682,757.393,0.492,2.59,0.013,1.176,0.001
12.692,757.397,0.394,2.59,0.013,1.176,0.001
12.702,757.4,0.296,2.59,0.013,1.176,9.13E-04
12.712,757.403,0.198,2.59,0.013,1.176,6.40E-04
12.722,757.404,0.1,2.59,0.013,1.176,3.92E-04
12.732,757.405,0.002,2.59,0.013,1.176,2.56E-04
12.742,757.404,-0.096,2.59,0.013,1.176,3.83E-04
12.752,757.403,-0.194,2.59,0.013,1.176,6.29E-04
12.762,757.401,-0.292,2.59,0.013,1.176,9.02E-04
12.772,757.397,-0.39,2.59,0.013,1.176,0.001
12.782,757.393,-0.487,2.59,0.013,1.176,0.001
